temp_1,temp_2,temp_3,temp_4,temp_5,temp_6,temp_7,space,temp_8,temp_9,temp_10,temp_11,temp_12,tiempo
49.7774658203125,50.183502197265625,49.64697265625,49.278289794921875,50.43798828125,49.4039306640625,49.243682861328125, ,25.4073486328125,31.66827392578125,30.5584716796875,0.9107185093436655,,2022-04-16 00:11:39
49.779388427734375,50.366119384765625,49.86151123046875,49.408599853515625,50.354461669921875,49.40313720703125,49.342742919921875, ,25.55548095703125,31.72747802734375,30.185028076171875,0.9166522709403452,,2022-04-16 00:12:40
49.610382080078125,50.115631103515625,49.489654541015625,49.325439453125,50.054962158203125,49.32733154296875,49.105224609375, ,25.504364013671875,31.56494140625,31.058074951171875,0.9032020028181902,,2022-04-16 00:13:40
50.009918212890625,50.313446044921875,49.89385986328125,49.075531005859375,50.638671875,49.370147705078125,49.5093994140625, ,25.15350341796875,31.41259765625,30.5682373046875,0.9186446422667016,,2022-04-16 00:14:40
49.75262451171875,50.114166259765625,49.685638427734375,49.219573974609375,50.32623291015625,49.42572021484375,49.147705078125, ,24.884857177734375,31.49700927734375,29.718353271484375,0.9194539378008505,,2022-04-16 00:15:40
49.822479248046875,50.320770263671875,49.819793701171875,49.03997802734375,50.567169189453125,49.409515380859375,49.483001708984375, ,24.355926513671875,30.98883056640625,29.331390380859375,0.9326038030188855,,2022-04-16 00:16:40
49.693328857421875,50.339813232421875,49.68682861328125,49.04925537109375,50.436309814453125,49.248016357421875,49.351165771484375, ,24.34820556640625,30.860931396484375,28.879150390625,0.9367699210099348,,2022-04-16 00:17:40
50.03472900390625,50.459197998046875,49.511993408203125,49.164459228515625,50.563751220703125,49.483154296875,49.616119384765625, ,24.51666259765625,31.013580322265625,29.167816162109375,0.9392783848319467,,2022-04-16 00:18:40
49.70147705078125,50.219879150390625,49.781158447265625,49.305938720703125,50.157135009765625,49.349761962890625,49.089691162109375, ,24.759613037109375,30.810302734375,28.733428955078125,0.937057762446366,,2022-04-16 00:19:40
49.8232421875,50.25439453125,49.848236083984375,49.308929443359375,50.310821533203125,49.404266357421875,49.313140869140625, ,24.356353759765625,30.772125244140625,28.978118896484375,0.9373379444512796,,2022-04-16 00:20:40
49.586517333984375,50.363616943359375,49.568267822265625,49.10467529296875,50.39825439453125,49.228759765625,49.39703369140625, ,23.735137939453125,30.668792724609375,28.89727783203125,0.9372668649267962,,2022-04-16 00:21:39
49.89837646484375,50.060272216796875,49.655120849609375,49.086151123046875,50.327362060546875,49.48419189453125,49.273468017578125, ,24.286468505859375,30.38922119140625,29.588592529296875,0.933261441808986,,2022-04-16 00:22:40
49.688507080078125,50.27020263671875,49.72247314453125,49.005035400390625,50.429107666015625,49.329864501953125,49.411773681640625, ,24.0135498046875,30.6553955078125,28.961029052734375,0.9368904804620217,,2022-04-16 00:23:40
49.650482177734375,50.2889404296875,49.604339599609375,49.053436279296875,50.590301513671875,49.068817138671875,49.389862060546875, ,24.127410888671875,30.889801025390625,29.328521728515625,0.9305573561060148,,2022-04-16 00:24:40
49.824005126953125,50.2064208984375,49.56524658203125,49.376007080078125,50.5439453125,49.499481201171875,49.46868896484375, ,24.357635498046875,31.045257568359375,29.22686767578125,0.9313876384825218,,2022-04-16 00:25:40
49.65606689453125,50.097930908203125,49.5587158203125,49.327972412109375,50.03912353515625,49.419342041015625,49.0821533203125, ,24.487060546875,30.516143798828125,30.15966796875,0.9231721322367511,,2022-04-16 00:26:40
49.762725830078125,50.45611572265625,49.8367919921875,49.327972412109375,50.4486083984375,49.41485595703125,49.46087646484375, ,24.577789306640625,30.883636474609375,29.24822998046875,0.9356331081840936,,2022-04-16 00:27:40
49.771942138671875,50.329132080078125,49.337005615234375,49.128082275390625,50.075225830078125,49.44830322265625,49.360748291015625, ,24.382598876953125,30.57611083984375,29.486236572265625,0.9345575708103931,,2022-04-16 00:28:40
49.637786865234375,50.04473876953125,49.5328369140625,49.364593505859375,50.2822265625,49.256378173828125,49.441436767578125, ,24.69989013671875,30.178619384765625,29.30389404296875,0.9340757925679365,,2022-04-16 00:29:40
49.712799072265625,50.365570068359375,49.842987060546875,49.272796630859375,50.32763671875,49.30633544921875,49.55230712890625, ,24.255218505859375,30.96484375,29.778533935546875,0.9273785388375831,,2022-04-16 00:30:40
49.699920654296875,50.16094970703125,49.66448974609375,49.16986083984375,50.444732666015625,49.34100341796875,49.228607177734375, ,24.52337646484375,30.961517333984375,29.336334228515625,0.9285760143610436,,2022-04-16 00:31:40
49.692474365234375,50.134613037109375,49.540618896484375,49.34765625,50.210540771484375,49.404632568359375,49.409149169921875, ,24.553924560546875,30.532073974609375,30.1429443359375,0.9242807583546075,,2022-04-16 00:32:40
49.889068603515625,50.455718994140625,49.4178466796875,49.227447509765625,50.3204345703125,49.401947021484375,49.582763671875, ,24.4246826171875,30.345306396484375,28.90655517578125,0.9463644313061331,,2022-04-16 00:33:40
49.628448486328125,50.0733642578125,49.48834228515625,49.3302001953125,50.076324462890625,49.366912841796875,49.304168701171875, ,24.720855712890625,30.338287353515625,29.4896240234375,0.9308986603744387,,2022-04-16 00:34:40
49.70166015625,50.359527587890625,49.736297607421875,49.254119873046875,50.25555419921875,49.28143310546875,49.472747802734375, ,24.531524658203125,30.605865478515625,29.272216796875,0.9358068240909125,,2022-04-16 00:35:40
49.84417724609375,50.386688232421875,49.3270263671875,49.152984619140625,50.273468017578125,49.403106689453125,49.462005615234375, ,24.283538818359375,30.80352783203125,30.067047119140625,0.9283980091725748,,2022-04-16 00:36:40
49.704620361328125,50.41241455078125,49.3765869140625,49.134521484375,50.182403564453125,49.500518798828125,49.574066162109375, ,24.307403564453125,31.239532470703125,29.79864501953125,0.9250012044831525,,2022-04-16 00:37:40
49.599761962890625,50.392730712890625,49.66436767578125,49.242950439453125,50.329681396484375,49.27398681640625,49.6995849609375, ,24.3394775390625,30.581024169921875,29.140045166015625,0.9363486522764671,,2022-04-16 00:38:40
49.8194580078125,50.2135009765625,49.541229248046875,49.18341064453125,50.397186279296875,49.618316650390625,49.390869140625, ,24.345611572265625,31.2020263671875,29.99505615234375,0.9221397940568098,,2022-04-16 00:39:40
49.5439453125,50.294464111328125,49.4908447265625,49.133575439453125,50.32940673828125,49.249542236328125,49.429473876953125, ,24.252471923828125,30.904449462890625,29.5372314453125,0.9267938178355299,,2022-04-16 00:40:40
49.721160888671875,50.315704345703125,49.8323974609375,49.259613037109375,50.33990478515625,49.295562744140625,49.590850830078125, ,24.47119140625,30.65869140625,29.13775634765625,0.9362601092481239,,2022-04-16 00:41:40
49.714630126953125,50.160064697265625,49.6661376953125,49.086517333984375,50.368255615234375,49.36676025390625,49.372406005859375, ,24.4583740234375,30.536163330078125,29.74029541015625,0.9289989681694452,,2022-04-16 00:42:39
